source,target,weight
tommasodinoia,acmrecsys,1
tommasodinoia,alainstarke,1
tommasodinoia,ctrattner,1
tommasodinoia,lucionarducci,1
tommasodinoia,yashardel,1
bayesbanana,_arohan_,1
bayesbanana,acmrecsys,2
jin_cj,_arohan_,1
jin_cj,acmrecsys,1
alainstarke,seguraandres7,1
encodedgeek,olivierjeunen,1
encodedgeek,consequences_ws,1
jensjorisdc,hongliangjie,1
usait0,daturkel,1
pranav_kundra,seguraandres7,1
tommasodinoia,yashonwu,1
tommasodinoia,xinlunadong,2
tommasodinoia,meta,1
tommasodinoia,craig_macdonald,2
tommasodinoia,mvlacho1,1
maxharp3r,vikasnitr,1
mcwillemsen,alansaid,1
bayesbanana,rajamifa,1
bayesbanana,facctrec,1
livaralaivola,acmrecsys,1
livaralaivola,facctrec,1
pcastells,eugeneyan,1
pcastells,acmrecsys,1
jay5w,_arohan_,1
jay5w,acmrecsys,1
jay5w,kmregan,1
dynamicwebpaige,_arohan_,1
dynamicwebpaige,acmrecsys,1
underdoggeek,rajamifa,1
zahranazari1,nassimso,1
zahranazari1,facctrec,1
j6aer,hsmcramer,1
j6aer,lexkbeattie,1
j6aer,_jessiejsmith_,1
j6aer,spotifyresearch,1
mdekstrand,snchancellor,1
infinitech_eu,craig_macdonald,1
infinitech_eu,javiersanzcruza,1
mdekstrand,hsmcramer,1
mdekstrand,lexkbeattie,1
mdekstrand,_jessiejsmith_,1
mdekstrand,spotifyresearch,1
geomblog,hsmcramer,1
geomblog,lexkbeattie,1
geomblog,_jessiejsmith_,1
geomblog,spotifyresearch,1
pcastells,infinitech_eu,1
pcastells,mvlacho1,1
facctrec,hsmcramer,1
facctrec,lexkbeattie,1
facctrec,_jessiejsmith_,1
facctrec,spotifyresearch,1
hsmcramer,spotifyresearch,1
hsmcramer,facctrec,1
gsalhagalvan,daturkel,1
gsalhagalvan,usait0,1
